Texto,Sentimento,Confiança,Probabilidades
"The stock market showed strong gains today.",positive,1.0,"{"negative": 0.0, "neutral": 1.181914021820347e-165, "positive": 1.0}"
"The market has seen some quite dificult times, but all is better now.",positive,1.0,"{"negative": 1.128352198776014e-99, "neutral": 6.18722062608992e-79, "positive": 1.0}"
"Everything is bad",negative,1.0,"{"negative": 1.0, "neutral": 1.904771334711507e-40, "positive": 6.303761652057723e-120}"
"The market has seen some quite dificult times, but all is better now. Altough, who knows",positive,1.0,"{"negative": 2.8422701198016133e-83, "neutral": 1.3597229472248376e-53, "positive": 1.0}"
"The market has seen some quite dificult times, but all is better now. Altough, who knows",positive,1.0,"{"negative": 2.8422701198016133e-83, "neutral": 1.3597229472248376e-53, "positive": 1.0}"
"Eu estou bem",positive,0.9999402569051963,"{"negative": 1.912216822389234e-248, "neutral": 5.974309480641159e-05, "positive": 0.9999402569051963}"
"Como você está ?
",neutral,1.0,"{"negative": 1.109118982245051e-228, "neutral": 1.0, "positive": 5.358214858932133e-100}"
"Nós estamos bem
",neutral,1.0,"{"negative": 8.541413186777586e-85, "neutral": 1.0, "positive": 1.4317199328320376e-58}"
"O mercado está reagindo 10% melhor após as negociações das taxas.
",neutral,1.0,"{"negative": 2.4391273438650683e-111, "neutral": 1.0, "positive": 2.952831836276637e-88}"
"As coisas estão melhores.",neutral,1.0,"{"negative": 6.7176035565386755e-115, "neutral": 1.0, "positive": 5.2103703810530466e-98}"
"Everything is quite better now
",positive,1.0,"{"negative": 3.2728766487976147e-233, "neutral": 1.1564739506042658e-150, "positive": 1.0}"
"Everything is quite bad now
",negative,1.0,"{"negative": 1.0, "neutral": 1.9000069796544105e-61, "positive": 2.1615635935513297e-146}"
"Everything is quite meh now
",neutral,1.0,"{"negative": 7.655695899747676e-102, "neutral": 1.0, "positive": 2.2824377836461554e-129}"
"The stock market showed strong gains today.",positive,1.0,"{"negative": 0.0, "neutral": 1.181914021820347e-165, "positive": 1.0}"
"The stock market showed strong gains today.",positive,1.0,"{"negative": 0.0, "neutral": 1.181914021820347e-165, "positive": 1.0}"
"The stock market showed strong gains today.",positive,1.0,"{"negative": 0.0, "neutral": 1.181914021820347e-165, "positive": 1.0}"
"The stock market showed strong gains today.",positive,1.0,"{"negative": 0.0, "neutral": 1.181914021820347e-165, "positive": 1.0}"
"All those stocks;",neutral,1.0,"{"negative": 9.377044187730867e-216, "neutral": 1.0, "positive": 6.458232824843755e-68}"
"The stock market showed strong gains today.",positive,1.0,"{"negative": 0.0, "neutral": 1.181914021820347e-165, "positive": 1.0}"
"The stock market showed strong gains today.",positive,1.0,"{"negative": 0.0, "neutral": 1.181914021820347e-165, "positive": 1.0}"
"Inflation concerns are weighing heavily on investor confidence.",negative,0.9883420296245322,"{""positive"": 2.8251718681812233e-39, ""negative"": 0.9883420296245322, ""neutral"": 0.011657970375469067}"
"Market sentiment remains cautious amid global uncertainty.",negative,1.0,"{""positive"": 2.6772400782640817e-123, ""negative"": 1.0, ""neutral"": 5.940168695358275e-42}"
"Market sentiment remains cautious amid global uncertainty.",negative,1.0,"{""positive"": 2.6772400782640817e-123, ""negative"": 1.0, ""neutral"": 5.940168695358275e-42}"
"Market sentiment remains cautious amid global uncertainty.",negative,1.0,"{""positive"": 2.6772400782640817e-123, ""negative"": 1.0, ""neutral"": 5.940168695358275e-42}"
"Analysts are bullish on the tech sector for the next quarter.",positive,1.0,"{""positive"": 1.0, ""negative"": 0.0, ""neutral"": 9.648971017277891e-164}"
"Analysts are bullish on the tech sector for the next quarter.",positive,1.0,"{""positive"": 1.0, ""negative"": 0.0, ""neutral"": 9.648971017277891e-164}"
"The company reported disappointing earnings, sending shares lower.",negative,1.0,"{""positive"": 2.419894789483275e-145, ""negative"": 1.0, ""neutral"": 1.2497375820255914e-71}"
"Market sentiment remains cautious amid global uncertainty.",negative,1.0,"{""positive"": 2.6772400782640817e-123, ""negative"": 1.0, ""neutral"": 5.940168695358275e-42}"
"Market sentiment remains cautious amid global uncertainty.",negative,1.0,"{""positive"": 2.6772400782640817e-123, ""negative"": 1.0, ""neutral"": 5.940168695358275e-42}"
"Inflation concerns are weighing heavily on investor confidence.",negative,0.9883420296245322,"{""positive"": 2.8251718681812233e-39, ""negative"": 0.9883420296245322, ""neutral"": 0.011657970375469067}"
"Analysts are bullish on the tech sector for the next quarter.",positive,1.0,"{""positive"": 1.0, ""negative"": 0.0, ""neutral"": 9.648971017277891e-164}"
"Stocks surged today on positive economic news.",positive,1.0,"{""positive"": 1.0, ""negative"": 0.0, ""neutral"": 6.878188562696969e-230}"
"The company reported disappointing earnings, sending shares lower.",negative,1.0,"{""positive"": 2.419894789483275e-145, ""negative"": 1.0, ""neutral"": 1.2497375820255914e-71}"
"Market sentiment remains cautious amid global uncertainty.",negative,1.0,"{""positive"": 2.6772400782640817e-123, ""negative"": 1.0, ""neutral"": 5.940168695358275e-42}"
"The Federal Reserve's interest has not changed in sometime.",neutral,1.0,"{""positive"": 6.842733025362081e-57, ""negative"": 3.429274327550549e-33, ""neutral"": 1.0}"
"The stock market showed strong gains today.",positive,1.0,"{""positive"": 1.0, ""negative"": 0.0, ""neutral"": 1.181914021820347e-165}"
"The stock market showed strong gains today.",positive,0.9922266770796168,"{""positive"": 0.9922266770796168, ""negative"": 0.00016453397271911068, ""neutral"": 0.007608788947664155}"
"Inflation concerns are weighing heavily on investor confidence.",neutral,0.6915661547050884,"{""positive"": 0.03443504435272577, ""negative"": 0.27399880094218587, ""neutral"": 0.6915661547050884}"
"Analysts are bullish on the tech sector for the next quarter.",positive,0.9894489187818994,"{""positive"": 0.9894489187818994, ""negative"": 0.00021422494368623465, ""neutral"": 0.010336856274414252}"
"Stocks surged today on positive economic news.",positive,0.9986536080705588,"{""positive"": 0.9986536080705588, ""negative"": 7.037578309475602e-05, ""neutral"": 0.0012760161463465007}"
"Stocks surged today on positive economic news.",positive,0.9986536080705588,"{""positive"": 0.9986536080705588, ""negative"": 7.037578309475602e-05, ""neutral"": 0.0012760161463465007}"
"Stocks surged today on positive economic news.",positive,0.9986536080705588,"{""positive"": 0.9986536080705588, ""negative"": 7.037578309475602e-05, ""neutral"": 0.0012760161463465007}"
"The company reported disappointing earnings, sending shares lower.",negative,0.4980184698181821,"{""positive"": 0.014048444722547097, ""negative"": 0.4980184698181821, ""neutral"": 0.4879330854592708}"
"Market sentiment remains cautious amid global uncertainty.",neutral,0.5749421447287748,"{""positive"": 0.008852964287266119, ""negative"": 0.41620489098395913, ""neutral"": 0.5749421447287748}"
"Analysts are bullish on the tech sector for the next quarter.",positive,0.9894489187818994,"{""positive"": 0.9894489187818994, ""negative"": 0.00021422494368623465, ""neutral"": 0.010336856274414252}"
"Inflation concerns are weighing heavily on investor confidence.",neutral,0.6915661547050884,"{""positive"": 0.03443504435272577, ""negative"": 0.27399880094218587, ""neutral"": 0.6915661547050884}"
"The company reported disappointing earnings, sending shares lower.",negative,0.4980184698181821,"{""positive"": 0.014048444722547097, ""negative"": 0.4980184698181821, ""neutral"": 0.4879330854592708}"
"Stocks surged today on positive economic news.",positive,0.9986536080705588,"{""positive"": 0.9986536080705588, ""negative"": 7.037578309475602e-05, ""neutral"": 0.0012760161463465007}"
"The company reported disappointing earnings, sending shares lower.",negative,0.4980184698181821,"{""positive"": 0.014048444722547097, ""negative"": 0.4980184698181821, ""neutral"": 0.4879330854592708}"
"Market sentiment remains cautious amid global uncertainty.",neutral,0.5749421447287748,"{""positive"": 0.008852964287266119, ""negative"": 0.41620489098395913, ""neutral"": 0.5749421447287748}"
"Market sentiment remains cautious amid global uncertainty.",neutral,0.5749421447287748,"{""positive"": 0.008852964287266119, ""negative"": 0.41620489098395913, ""neutral"": 0.5749421447287748}"
"Market sentiment remains cautious amid global uncertainty.",neutral,0.5749421447287748,"{""positive"": 0.008852964287266119, ""negative"": 0.41620489098395913, ""neutral"": 0.5749421447287748}"
"Market sentiment remains cautious amid global uncertainty.",neutral,0.5749421447287748,"{""positive"": 0.008852964287266119, ""negative"": 0.41620489098395913, ""neutral"": 0.5749421447287748}"
"Analysts are bullish on the tech sector for the next quarter.",positive,0.9894489187818994,"{""positive"": 0.9894489187818994, ""negative"": 0.00021422494368623465, ""neutral"": 0.010336856274414252}"
"Inflation concerns are weighing heavily on investor confidence.",neutral,0.6915661547050884,"{""positive"": 0.03443504435272577, ""negative"": 0.27399880094218587, ""neutral"": 0.6915661547050884}"
"Inflation concerns are weighing heavily on investor confidence.",neutral,0.6915661547050884,"{""positive"": 0.03443504435272577, ""negative"": 0.27399880094218587, ""neutral"": 0.6915661547050884}"
"The company reported disappointing earnings, sending shares lower.",negative,0.4980184698181821,"{""positive"": 0.014048444722547097, ""negative"": 0.4980184698181821, ""neutral"": 0.4879330854592708}"
"Market sentiment remains cautious amid global uncertainty.",neutral,0.5749421447287748,"{""positive"": 0.008852964287266119, ""negative"": 0.41620489098395913, ""neutral"": 0.5749421447287748}"
"Inflation concerns are weighing heavily on investor confidence.",neutral,0.6915661547050884,"{""positive"": 0.03443504435272577, ""negative"": 0.27399880094218587, ""neutral"": 0.6915661547050884}"
"Inflation concerns are weighing heavily on investor confidence.",neutral,0.6915661547050884,"{""positive"": 0.03443504435272577, ""negative"": 0.27399880094218587, ""neutral"": 0.6915661547050884}"
"Stocks surged today on positive economic news.",positive,0.9986536080705588,"{""positive"": 0.9986536080705588, ""negative"": 7.037578309475602e-05, ""neutral"": 0.0012760161463465007}"
"Inflation concerns are weighing heavily on investor confidence.",neutral,0.6915661547050884,"{""positive"": 0.03443504435272577, ""negative"": 0.27399880094218587, ""neutral"": 0.6915661547050884}"
"Market sentiment remains cautious amid global uncertainty.",neutral,0.5749421447287748,"{""positive"": 0.008852964287266119, ""negative"": 0.41620489098395913, ""neutral"": 0.5749421447287748}"
"Market sentiment remains cautious amid global uncertainty.",neutral,0.5749421447287748,"{""positive"": 0.008852964287266119, ""negative"": 0.41620489098395913, ""neutral"": 0.5749421447287748}"
"Market sentiment remains cautious amid global uncertainty.",neutral,0.5749421447287748,"{""positive"": 0.008852964287266119, ""negative"": 0.41620489098395913, ""neutral"": 0.5749421447287748}"
"Inflation concerns are weighing heavily on investor confidence.",neutral,0.6915661547050884,"{""positive"": 0.03443504435272577, ""negative"": 0.27399880094218587, ""neutral"": 0.6915661547050884}"
"Analysts are bullish on the tech sector for the next quarter.",positive,0.9894489187818994,"{""positive"": 0.9894489187818994, ""negative"": 0.00021422494368623465, ""neutral"": 0.010336856274414252}"
"The company reported disappointing earnings, sending shares lower.",negative,0.4980184698181821,"{""positive"": 0.014048444722547097, ""negative"": 0.4980184698181821, ""neutral"": 0.4879330854592708}"
"Stocks surged today on positive economic news.",positive,0.9986536080705588,"{""positive"": 0.9986536080705588, ""negative"": 7.037578309475602e-05, ""neutral"": 0.0012760161463465007}"
